Date,Ticker,Open,High,Low,Close,Adjusted,Returns,Volume
2015-01-05,NKE,47.255001068115234,47.275001525878906,46.564998626708984,46.75,41.461856842041016,-0.016100269090673414,6889200
2015-01-06,NKE,46.94499969482422,47.07500076293945,46.03499984741211,46.474998474121094,41.21796417236328,-0.005882338328620951,7576000
2015-01-07,NKE,46.80500030517578,47.650001525878906,46.54999923706055,47.435001373291016,42.069366455078125,0.020656097403416007,7256000
2015-01-08,NKE,47.83000183105469,48.54999923706055,47.810001373291016,48.529998779296875,43.0405158996582,0.023084479905754574,5978200
2015-01-09,NKE,48.46500015258789,48.494998931884766,47.79999923706055,47.994998931884766,42.56602096557617,-0.011024378406342406,4689000
2015-01-12,NKE,47.95500183105469,48.2599983215332,47.6150016784668,47.93000030517578,42.508384704589844,-0.0013540438988398629,5630800
2015-01-13,NKE,48.16999816894531,48.724998474121094,47.314998626708984,47.505001068115234,42.13146209716797,-0.0088670178846193,6182200
2015-01-14,NKE,46.689998626708984,47.185001373291016,46.45500183105469,46.85499954223633,41.55498504638672,-0.013682816168394951,6750400
2015-01-15,NKE,47.314998626708984,47.34000015258789,46.28499984741211,46.404998779296875,41.15587615966797,-0.009604356403286718,4235000
2015-01-16,NKE,46.3849983215332,46.564998626708984,46.01499938964844,46.494998931884766,41.235687255859375,0.0019392393903066019,8770000
2015-01-20,NKE,46.720001220703125,46.94499969482422,46.310001373291016,46.80500030517578,41.5106201171875,0.006667352471227739,9403800
2015-01-21,NKE,46.55500030517578,47.064998626708984,46.505001068115234,46.755001068115234,41.46628952026367,-0.0010679338636396807,5854000
2015-01-22,NKE,47.17499923706055,48.05500030517578,46.779998779296875,47.92499923706055,42.503944396972656,0.025024059029971957,6952400
2015-01-23,NKE,48.06999969482422,48.375,47.82500076293945,48.08000183105469,42.64139938354492,0.003233934838811292,6781000
2015-01-26,NKE,48.0,48.23500061035156,47.775001525878906,48.17499923706055,42.72566604614258,0.001976170196472893,4964000
2015-01-27,NKE,47.650001525878906,47.724998474121094,47.060001373291016,47.25,41.905296325683594,-0.01920086440719282,6696800
2015-01-28,NKE,47.5,47.65999984741211,46.625,46.654998779296875,41.377601623535156,-0.01259255388739522,6402600
2015-01-29,NKE,46.834999084472656,47.435001373291016,46.584999084472656,47.435001373291016,42.069366455078125,0.016718340464409565,6802400
2015-01-30,NKE,46.959999084472656,47.18000030517578,46.04999923706055,46.125,40.90755081176758,-0.02761666602588697,8106400
2015-02-02,NKE,46.34000015258789,46.345001220703125,45.3849983215332,45.959999084472656,40.76122283935547,-0.0035770406565140966,8056600
2015-02-03,NKE,46.1150016784668,46.69499969482422,46.01499938964844,46.67499923706055,41.39533615112305,0.015556778418220896,7940200
2015-02-04,NKE,46.3849983215332,46.6349983215332,46.1349983215332,46.27000045776367,41.03615951538086,-0.008676741612410943,7187400
2015-02-05,NKE,46.439998626708984,46.79499816894531,46.279998779296875,46.66999816894531,41.390899658203125,0.00864457461447632,5754400
2015-02-06,NKE,46.70000076293945,46.73500061035156,45.77000045776367,45.89500045776367,40.70356369018555,-0.016605968309300945,7381800
2015-02-09,NKE,45.75,45.849998474121094,45.345001220703125,45.584999084472656,40.42863845825195,-0.006754328294843681,7339400
2015-02-10,NKE,45.869998931884766,46.54999923706055,45.61000061035156,46.375,41.12928771972656,0.017330518369994774,7694600
2015-02-11,NKE,46.244998931884766,46.375,45.474998474121094,45.654998779296875,40.49072265625,-0.015525799226770776,8541000
2015-02-12,NKE,45.72999954223633,46.33000183105469,45.400001525878906,46.0,40.796688079833984,0.007556432770575716,11855800
2015-02-13,NKE,46.0099983215332,46.28499984741211,45.95000076293945,46.02000045776367,40.814422607421875,0.0004347050807944619,7695600
2015-02-17,NKE,45.869998931884766,46.45000076293945,45.86000061035156,45.93000030517578,40.734615325927734,-0.0019553696070081505,7371000
2015-02-18,NKE,45.77000045776367,46.8849983215332,45.71500015258789,46.810001373291016,41.51507568359375,0.019159634905629108,8143800
2015-02-19,NKE,46.7400016784668,47.130001068115234,46.7400016784668,46.849998474121094,41.55054473876953,0.0008543656633581698,6605200
2015-02-20,NKE,46.80500030517578,47.64500045776367,46.67499923706055,47.46500015258789,42.09598922729492,0.013127252409195433,7398000
2015-02-23,NKE,47.459999084472656,47.6150016784668,47.13999938964844,47.505001068115234,42.13146209716797,0.0008426662616600744,4622200
2015-02-24,NKE,47.375,47.77000045776367,47.375,47.709999084472656,42.31326675415039,0.004315175594028053,5239200
2015-02-25,NKE,47.709999084472656,48.599998474121094,47.709999084472656,48.40999984741211,42.93408966064453,0.014672062785916706,7053600
2015-02-26,NKE,48.33000183105469,48.665000915527344,48.32500076293945,48.494998931884766,43.13420486450195,0.004660986303404835,5935000
2015-02-27,NKE,48.474998474121094,48.70500183105469,48.314998626708984,48.560001373291016,43.19203567504883,0.0013407181314351035,7118600
2015-03-02,NKE,48.44499969482422,49.43000030517578,48.375,49.375,43.916934967041016,0.016783170338297904,11025000
2015-03-03,NKE,49.220001220703125,49.23500061035156,48.560001373291016,48.98500061035156,43.57004928588867,-0.007898676932091786,7038400
2015-03-04,NKE,48.834999084472656,48.935001373291016,48.47999954223633,48.7599983215332,43.36990737915039,-0.004593566223095924,4853000
2015-03-05,NKE,48.97999954223633,49.34000015258789,48.89500045776367,49.22999954223633,43.7879524230957,0.009639057798548123,6633600
2015-03-06,NKE,49.22999954223633,49.345001220703125,48.29999923706055,48.45500183105469,43.0986328125,-0.015742220689728526,7174600
2015-03-09,NKE,48.54499816894531,48.90999984741211,48.470001220703125,48.71500015258789,43.32988357543945,0.0053656171402352015,5938800
2015-03-10,NKE,48.209999084472656,48.48500061035156,48.125,48.255001068115234,42.92074966430664,-0.009442303495242221,7096000
2015-03-11,NKE,48.189998626708984,48.540000915527344,47.59000015258789,47.66999816894531,42.40040588378906,-0.012123361884107564,7484200
2015-03-12,NKE,47.75,48.54999923706055,47.689998626708984,48.52000045776367,43.15644836425781,0.01783101988553848,5809800
2015-03-13,NKE,48.52000045776367,48.7400016784668,47.650001525878906,47.904998779296875,42.60942840576172,-0.012675277489913594,7396200
2015-03-16,NKE,48.099998474121094,48.400001525878906,47.96500015258789,48.220001220703125,42.889610290527344,0.006575584213369456,8497000
2015-03-17,NKE,48.06999969482422,48.38999938964844,47.755001068115234,48.27000045776367,42.93408966064453,0.0010370663154990467,6408200
2015-03-18,NKE,48.27000045776367,48.935001373291016,47.80500030517578,48.755001068115234,43.365478515625,0.010047700053505526,8855600
2015-03-19,NKE,48.904998779296875,49.310001373291016,48.60499954223633,49.15999984741211,43.72569274902344,0.008306474313863443,13536000
2015-03-20,NKE,51.314998626708984,51.89500045776367,50.625,50.9900016784668,45.3534049987793,0.03722553371763815,29779800
2015-03-23,NKE,50.775001525878906,51.29999923706055,50.599998474121094,50.72999954223633,45.12215042114258,-0.005098946322617759,10471800
2015-03-24,NKE,50.525001525878906,50.83000183105469,50.29999923706055,50.32500076293945,44.76191711425781,-0.007983513718264001,7598800
2015-03-25,NKE,50.5,50.59000015258789,49.470001220703125,49.494998931884766,44.023681640625,-0.016492490072496646,8133400
2015-03-26,NKE,49.16999816894531,50.04499816894531,48.834999084472656,49.665000915527344,44.17488098144531,0.0034345001414144427,9479800
2015-03-27,NKE,49.560001373291016,50.09000015258789,49.560001373291016,49.939998626708984,44.41947555541992,0.005536960565379889,4403600
2015-03-30,NKE,50.6150016784668,50.775001525878906,50.27000045776367,50.44499969482422,44.86865234375,0.01011215874824245,5435400
2015-03-31,NKE,50.439998626708984,50.91999816894531,50.14500045776367,50.165000915527344,44.61960220336914,-0.0055506490026226984,6309200
2015-04-01,NKE,50.0,50.13999938964844,49.16999816894531,49.775001525878906,44.27271270751953,-0.007774374461442801,6605400
2015-04-02,NKE,50.02000045776367,50.15999984741211,49.69499969482422,49.83000183105469,44.32163619995117,0.001105048447219481,3840400
2015-04-06,NKE,49.375,50.314998626708984,49.275001525878906,49.8650016784668,44.3527717590332,0.0007024911928243949,5027400
2015-04-07,NKE,49.8650016784668,50.130001068115234,49.73500061035156,49.80500030517578,44.29941177368164,-0.0012030811882843828,3993600
2015-04-08,NKE,50.0,50.48500061035156,49.86000061035156,50.41999816894531,44.84640884399414,0.012347727620109605,6522400
2015-04-09,NKE,50.5,50.845001220703125,50.29999923706055,50.36000061035156,44.79304504394531,-0.001189923595319775,5301000
2015-04-10,NKE,50.459999084472656,50.540000915527344,49.96500015258789,49.98500061035156,44.45949935913086,-0.007446372187629113,5918200
2015-04-13,NKE,49.98500061035156,50.029998779296875,49.529998779296875,49.6349983215332,44.148189544677734,-0.007002098965138037,7313800
2015-04-14,NKE,49.529998779296875,49.904998779296875,49.349998474121094,49.76499938964844,44.263832092285156,0.002619417665822743,4770800
2015-04-15,NKE,50.314998626708984,50.3650016784668,49.8650016784668,49.915000915527344,44.39723587036133,0.003013832552907658,5716200
2015-04-16,NKE,49.744998931884766,50.084999084472656,49.70000076293945,49.95000076293945,44.42837905883789,0.000701466833824993,4104000
2015-04-17,NKE,49.584999084472656,49.685001373291016,49.06999969482422,49.275001525878906,43.82799530029297,-0.01351351931498146,6049600
2015-04-20,NKE,49.540000915527344,50.16999816894531,49.5099983215332,49.994998931884766,44.46840286254883,0.01461183788736009,6208600
2015-04-21,NKE,50.380001068115234,50.42499923706055,49.86000061035156,50.14500045776367,44.60182189941406,0.0030003109686136398,5125200
2015-04-22,NKE,50.150001525878906,50.19499969482422,49.64500045776367,50.07500076293945,44.5395622253418,-0.0013958997955885177,3905800
2015-04-23,NKE,49.88999938964844,50.79999923706055,49.724998474121094,50.55500030517578,44.96649169921875,0.00958539896995303,4668200
2015-04-24,NKE,50.22999954223633,50.63999938964844,50.10499954223633,50.474998474121094,44.89533615112305,-0.0015824127123740261,4334000
2015-04-27,NKE,50.6349983215332,51.0,50.3849983215332,50.470001220703125,44.89088821411133,-9.907347606763484e-05,5158400
2015-04-28,NKE,50.400001525878906,50.400001525878906,49.595001220703125,49.93000030517578,44.41058349609375,-0.01069938103533885,6031600
2015-04-29,NKE,49.76499938964844,50.244998931884766,49.630001068115234,50.084999084472656,44.54843521118164,0.0031040284597929624,5395200
2015-04-30,NKE,49.875,50.255001068115234,49.22999954223633,49.41999816894531,43.95697021484375,-0.013276897236323859,6497000
2015-05-01,NKE,49.939998626708984,50.40999984741211,49.70500183105469,50.38999938964844,44.819732666015625,0.019627432167300007,6683400
2015-05-04,NKE,50.5,50.599998474121094,50.2400016784668,50.415000915527344,44.84197998046875,0.000496373207285794,4557800
2015-05-05,NKE,50.21500015258789,50.435001373291016,50.130001068115234,50.209999084472656,44.65962219238281,-0.004066675650035156,5104400
2015-05-06,NKE,50.1349983215332,50.5,49.84000015258789,50.11000061035156,44.5706901550293,-0.0019913298184749406,5396600
2015-05-07,NKE,50.224998474121094,50.79499816894531,50.0099983215332,50.724998474121094,45.11770248413086,0.012272915837715281,5526200
2015-05-08,NKE,51.14500045776367,51.650001525878906,51.14500045776367,51.220001220703125,45.5579833984375,0.009758495891086127,5534800
2015-05-11,NKE,51.209999084472656,51.61000061035156,51.04499816894531,51.39500045776367,45.713645935058594,0.003416800415850574,5339800
2015-05-12,NKE,50.9900016784668,51.345001220703125,50.79999923706055,51.185001373291016,45.5268440246582,-0.004086348979159604,4676400
2015-05-13,NKE,51.345001220703125,51.3650016784668,50.89500045776367,51.08000183105469,45.43345642089844,-0.002051264605760661,4508200
2015-05-14,NKE,51.470001220703125,51.755001068115234,51.154998779296875,51.720001220703125,46.002716064453125,0.01252952534099605,5433400
2015-05-15,NKE,51.82500076293945,52.51499938964844,51.685001373291016,52.4900016784668,46.687591552734375,0.014887718527786253,7865200
2015-05-18,NKE,52.55500030517578,52.75,52.209999084472656,52.375,46.585296630859375,-0.0021910515936436337,5045200
2015-05-19,NKE,52.310001373291016,52.59000015258789,52.17499923706055,52.31999969482422,46.53639602661133,-0.0010497003944298644,5971200
2015-05-20,NKE,52.459999084472656,52.57500076293945,52.10499954223633,52.30500030517578,46.523048400878906,-0.00028682121676959493,5399200
2015-05-21,NKE,52.435001373291016,52.599998474121094,52.119998931884766,52.20000076293945,46.429649353027344,-0.0020075865847560825,5455200
2015-05-22,NKE,52.60499954223633,52.61000061035156,52.02000045776367,52.21500015258789,46.442989349365234,0.00028731632747125424,5654800
2015-05-26,NKE,52.21500015258789,52.375,51.59000015258789,51.709999084472656,45.99380874633789,-0.009671655707784055,5691400
2015-05-27,NKE,51.7400016784668,51.959999084472656,51.154998779296875,51.41999816894531,45.735870361328125,-0.005608111005381833,8896800
2015-05-28,NKE,51.1150016784668,51.474998474121094,50.755001068115234,51.150001525878906,45.61992263793945,-0.0025351594377158726,5781600
2015-05-29,NKE,51.150001525878906,51.189998626708984,50.52000045776367,50.834999084472656,45.3389778137207,-0.006158380110559469,5562200
2015-06-01,NKE,50.8849983215332,51.14500045776367,50.724998474121094,50.880001068115234,45.379119873046875,0.0008853763640437329,4944000
2015-06-02,NKE,50.900001525878906,51.345001220703125,50.75,51.05500030517578,45.53520202636719,0.003439514775891883,4974400
2015-06-03,NKE,51.14500045776367,51.54499816894531,50.8849983215332,51.255001068115234,45.71358871459961,0.003917555655712945,4766800
2015-06-04,NKE,51.029998779296875,51.650001525878906,50.810001373291016,50.974998474121094,45.46384811401367,-0.005463158933881274,4467200
2015-06-05,NKE,50.75,51.125,50.564998626708984,51.01499938964844,45.49953079223633,0.0007848582929710357,3791800
2015-06-08,NKE,50.79999923706055,50.94499969482422,50.689998626708984,50.720001220703125,45.236419677734375,-0.005782721490104836,4314000
